APN_push_L1_seed98765,1295,98765,0.0,0.0,0.0,0.0,0.02,0.99,0.99,0.98,0.97,0.94,0.98,0.96,0.94
APN_push_L1_seed98765,1295,98765,0.02,0.01,0.02,0.01,0.06,0.81,0.97,0.82,0.96,0.64,0.78,0.78,0.64
APN_push_L1_seed98765,1295,98765,0.03,0.01,0.02,0.01,0.08,0.65,0.97,0.73,0.98,0.48,0.63,0.72,0.48
APN_push_L1_seed98765,1295,98765,0.01,0.01,0.01,0.01,0.05,0.85,0.92,0.86,0.92,0.7,0.8,0.8,0.7
APN_push_L1_seed98765,1295,98765,0.0,0.0,0.01,0.0,0.02,0.99,0.99,0.98,0.98,0.94,0.97,0.97,0.94
APN_push_L1_seed98765,1301,98765,0.0,0.0,0.0,0.0,0.01,0.99,0.99,0.99,1.0,0.97,0.99,0.99,0.97
APN_push_L1_seed98765,1301,98765,0.0,0.0,0.0,0.0,0.02,0.98,0.98,0.98,0.98,0.92,0.96,0.96,0.92
APN_push_L1_seed98765,1301,98765,0.01,0.01,0.01,0.01,0.04,0.91,0.92,0.92,0.92,0.74,0.85,0.85,0.74
APN_push_L1_seed98765,1301,98765,0.01,0.01,0.01,0.01,0.05,0.91,0.87,0.89,0.89,0.62,0.8,0.8,0.62
APN_push_L1_seed98765,1301,98765,0.01,0.01,0.01,0.01,0.05,0.88,0.9,0.89,0.89,0.67,0.81,0.81,0.67
APN_push_L1_seed98765,1301,98765,0.01,0.01,0.01,0.01,0.03,0.94,0.99,0.95,0.99,0.88,0.93,0.94,0.88
APN_push_L1_seed98765,1301,98765,0.01,0.0,0.01,0.0,0.02,0.96,0.98,0.96,0.98,0.9,0.95,0.95,0.9
APN_push_L1_seed98765,650,98765,0.03,0.03,0.03,0.02,0.11,0.91,0.88,0.93,0.89,0.7,0.81,0.84,0.7
APN_push_L1_seed98765,653,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,653,98765,0.01,0.01,0.01,0.01,0.04,0.98,0.98,0.99,0.99,0.95,0.96,0.98,0.95
APN_push_L1_seed98765,653,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,653,98765,0.02,0.02,0.02,0.03,0.09,0.93,0.91,0.94,0.89,0.72,0.86,0.85,0.72
APN_push_L1_seed98765,653,98765,0.02,0.02,0.02,0.02,0.09,0.91,0.91,0.9,0.92,0.67,0.83,0.83,0.67
APN_push_L1_seed98765,653,98765,0.03,0.02,0.03,0.03,0.12,0.83,0.89,0.84,0.86,0.52,0.76,0.74,0.52
APN_push_L1_seed98765,653,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,653,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,653,98765,0.01,0.01,0.01,0.01,0.03,0.99,0.98,0.99,1.0,0.96,0.97,0.99,0.96
APN_push_L1_seed98765,653,98765,0.01,0.01,0.01,0.01,0.04,0.97,1.0,0.97,1.0,0.94,0.97,0.97,0.94
APN_push_L1_seed98765,653,98765,0.01,0.01,0.0,0.0,0.02,0.98,0.99,1.0,1.0,0.97,0.97,1.0,0.97
APN_push_L1_seed98765,653,98765,0.01,0.01,0.02,0.01,0.06,0.96,0.97,0.96,0.97,0.86,0.93,0.93,0.86
APN_push_L1_seed98765,653,98765,0.01,0.01,0.01,0.01,0.04,0.98,0.99,0.99,1.0,0.97,0.97,0.99,0.97
APN_push_L1_seed98765,650,98765,0.01,0.01,0.01,0.01,0.05,0.97,0.98,0.96,0.98,0.89,0.95,0.94,0.89
APN_push_L1_seed98765,650,98765,0.01,0.0,0.01,0.01,0.02,0.99,1.0,1.0,1.0,0.99,0.99,1.0,0.99
APN_push_L1_seed98765,650,98765,0.01,0.01,0.01,0.01,0.03,0.99,0.98,0.98,0.99,0.96,0.97,0.98,0.96
APN_push_L1_seed98765,361,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,361,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,361,98765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,568,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,568,98765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,568,98765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,568,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,1009,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99
APN_push_L1_seed98765,1009,98765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APN_push_L1_seed98765,1009,98765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
